project_name,artist,year,rating,tags
east atlanta love letter,6lack,2018,4,"2018, 6LACK"
cocoa sugar,young fathers,2018,6,"2018, Neo-Soul, experimental hip hop, indietronica, alternative rnb"
electricity is on our side,busdriver,2018,5,2018
iridescence,brockhampton,2018,7,"2018, rap, hip hop, experimental hip hop, Hip-Hop"
a love letter to you 3,trippie redd,2018,7,"hype, gas, emo rap, 2018, trippie redd"
gangin,sob x rbe,2018,6,2018
twisted crystal,guerilla toss,2018,8,"2018, noise pop"
zoo,russ,2018,3,"Hip-Hop, rap, hiphop, rnb"
paraffin,armand hammer,2018,8,"2018, album, yes-out-of-10, dbdbdbdbdbdbdbdbdbdbdb"
firepower,judas priest,2018,8,"heavy metal, 2018, metal, hard rock, speed metal"
the sunset tapes: a cool tape story,jaden smith,2018,2,"2018, jaden smith"
the last rocket,takeoff,2018,4,"takeoff, 2018, Hip-Hop, 2010s, 8"
love yourself 轉 'tear',bts,2018,6,"k-pop, Kpop, 2018, pop, Hip-Hop"
vile luxury,imperial triumphant,2018,8,"2018, black metal, Avant-garde Metal, progressive black metal, metal"
slide,george clanton,2018,7,"2018, shoegaze, synthpop, chillwave, Neo-Psychedelia"
snares like a haircut,no age,2018,7,"indie rock, noise pop, experimental, noise rock, shoegaze"
"bark your head off, dog",hop along,2018,8,"2018, chamber pop, indie pop, indie rock, art rock"
i want to die in new orleans,$uicideboy$,2018,6,"Hip-Hop, rap, Horrorcore, 2018, emo"
konoyo,tim hecker,2018,6,"2018, electronic, drone, ambient, experimental"
dummy boy,6ix9ine,2018,4,"Hip-Hop, 2018, rap, bad album covers, trap"
wide awake!,parquet courts,2018,9,"2018, indie rock, art punk, post-punk, Crank wave"
7,beach house,2018,7,"2018, dream pop, Neo-Psychedelia, shoegaze, psychedelic pop"
"my dear melancholy,",the weeknd,2018,5,"2018, rnb, soul, trap, electropop"
now only,mount eerie,2018,7,"2018, indie folk, indie, folk, experimental"
beware the book of eli,ski mask the slump god,2018,7,"Hip-Hop, rap, aggressive, trap, 2018"
lamp lit prose,dirty projectors,2018,6,"2018, albums I own, art pop"
pop 2,charli xcx,2017,7,"bubblegum bass, electropop, hyperpop, 2017, pc music"
down below,tribulation,2018,7,"2018, Gothic Metal, metal, black metal, goth"
life's a trip,trippie redd,2018,5,"2018, Hip-Hop, trippie redd, rock, emo"
sweetener,ariana grande,2018,7,"pop, 2018, rnb, trap, soul"
kod,j. cole,2018,5,"2018, Hip-Hop, rap, j cole, hip hop"
the now now,gorillaz,2018,6,"2018, electropop, synthpop, 2010s, pop"
collapse,aphex twin,2018,8,"electronic, experimental, idm"
redemption,jay rock,2018,4,"2018, rap, jay rock, Hip-Hop, Gangsta Rap"
nasir,nas,2018,6,"2018, Hip-Hop, rap, hip hop, Kanye West"
self-titled,superorganism,2018,7,"2018, electropop, indie pop, indiepop, psychedelic pop"
post-,jeff rosenstock,2018,9,"2018, punk, indie rock, power pop, rock"
amen,rich brian,2018,6,"2018, Hip-Hop, rap, Asian, trap"
everything's fine,jean grae x quelle chris,2018,8,2018
heaven and earth,kamasi washington,2018,6,"2018, jazz, jazz-funk, saxophone, jazz fusion"
white bronco,action bronson,2018,5,"east coast hip-hop, 2018"
the sunset tapes: a cool tape story,jaden smith,2018,2,"2018, jaden smith"
lush,snail mail,2018,6,"2018, indie, indie rock, rock, alternative"
room inside the world,ought,2018,6,"2018, post-punk, art punk, experimental, indie rock"
am i a girl?,poppy,2018,7,"2018, pop, electropop, synthpop, heavy metal"
errorzone,vein,2018,6,"2018, metalcore, mathcore, nu-metalcore"
the sciences,sleep,2018,8,"2018, doom metal, stoner metal, stoner doom, stoner"
ordinary corrupt human love,deafheaven,2018,5,"2018, Post-Metal, blackgaze, post-rock, black metal"
ordinary corrupt human love,deafheaven,2018,5,"2018, Post-Metal, blackgaze, post-rock, black metal"
mudboy,sheck wes,2018,6,"hip hop, trap, bitch, 2018, Sheck Wes"
orpheus vs. the sirens,hermit and the recluse,2018,8,"2018, 2010s, Hip-Hop, hip hop, albums I own"
beyondless,iceage,2018,7,"2018, post-punk, art rock, art punk, punk blues"
the sciences,sleep,2018,8,"2018, doom metal, stoner metal, stoner doom, stoner"
hive mind,the internet,2018,7,"2018, rnb, soul, Hip-Hop, electronic"
isolation,kali uchis,2018,8,"2018, Neo-Soul, rnb, alternative rnb, soul"
think: peace,clarence clarity,2018,7,"2018, 2010s, glitch pop, electronic, electropop"
ysiv,logic,2018,5,"2018, Hip-Hop, logic, hip hop, rap"
tell me how you really feel,courtney barnett,2018,6,"2018, indie rock, singer-songwriter, 2010s, Garage Rock"
el mal querer,rosalía,2018,8,"2018, art pop, Flamenco Nuevo, flamenco pop, alternative rnb"
age of,oneohtrix point never,2018,6,"2018, electronic, ambient, pop, Druggy"
ion,portal,2018,9,"2018, death metal, Avant-garde Metal, best of 2018, metal"
soil,serpentwithfeet,2018,7,"2018, best of 2018, soul, alternative, experimental"
everything is love,the carters,2018,5,"2018, rap, rnb, Hip-Hop, hip hop"
marauder,interpol,2018,4,"2018, Post-punk revival, indie rock, post-punk, matador"
haru to shura,haru nemuri,2018,8,2018
quavo huncho,quavo,2018,4,"2018, quavo, Hip-Hop, hip hop, rap"
a girl cried red,princess nokia,2018,4,"emo, rap, emo rap, rock, rnb"
oxnard,anderson .paak,2018,8,"2018, rap, funk, Anderson paak, Hip-Hop"
safe in the hands of love,yves tumor,2018,7,"2018, Neo-Psychedelia, Post-Industrial, art pop, hypnagogic pop"
nasty,rico nasty,2018,6,"2018, 2010s, collection, hardcore hip hop, 2019"
fm!,vince staples,2018,7,"2018, rap, hip hop, trap, west coast hip-hop"
self-titled,the neighbourhood,2018,4,"2018, alternative, indie pop, synth pop, dark pop"
dicaprio 2,j.i.d,2018,8,"Hip-Hop, rap, conscious hip-hop, trap"
budding ornithologists are weary of tired analogies,milo,2018,6,2018
boarding house reach,jack white,2018,9,"2018, blues rock, Experimental Rock, experimental, blues"
virtue,the voidz,2018,8,"2018, Experimental Rock, Neo-Psychedelia, synth punk, hypnagogic pop"
this is my dinner,sun kil moon,2018,6,"death, Searching, Reflective, atmospheric, late night"
the light is leaving us all,current 93,2018,8,"2018, neofolk, apocalyptic folk, poetry, psychedelic folk"
bobby tarantino ii,logic,2018,5,"rap, 2018, Hip-Hop, hip hop, trap"
dirty computer,janelle monáe,2018,8,"2018, rnb, pop, soul, funk"
time,louis cole,2018,8,"2018, albums I own, brainfeeder"
time,louis cole,2018,8,"2018, albums I own, brainfeeder"
the tree of forgiveness,john prine,2018,7,"2010s, albums, 2018 albums, 2018 aoty"
swell,tiny moving parts,2018,4,"2018, emo, midwest emo, math rock, albums I own"
cantos,okonkolo,2018,7,"Yoruba, santeria, 2018"
the scars of man on the once nameless wilderness,panopticon,2018,4,"black metal, americana, folk rock, 2018"
vacation in hell,flatbush zombies,2018,6,"2018, rap, conscious hip-hop, trap, hardcore hip-hop"
k.t.s.e.,teyana taylor,2018,6,"2018, rnb, Neo Soul, Neo-Soul, teyana taylor"
primal heart,kimbra,2018,7,"2018, art pop, electropop, alternative rnb, electronic"
self-titled,lump,2018,7,"singer-songwriter, folktronica, 2010s, albums, 2018"
negro swan,blood orange,2018,8,"2018, rnb, 2010s, Passionate, introspective"
dead magic,anna von hausswolff,2018,8,"neoclassical darkwave, 2018, Experimental Rock, drone, ambient"
"good job, you found me",valee,2018,3,2018
velvet,jmsn,2018,7,"rnb, contemporary rnb"
kai whiston bitch,kai whiston,2018,7,hybrid trap
two parts together,big ups,2018,6,not emo
memories don't die,tory lanez,2018,3,tory lanez
magus,thou,2018,6,"2018, best of 2018, doom metal"
you're not alone,andrew w.k.,2018,8,"2018, rock, hard rock, party, inspiring"
what happens when i try to relax,open mike eagle,2018,7,2018
zephyr,niki,2018,7,"pop, alternative, rnb, 2018"
new material,preoccupations,2018,5,"2018, Crank wave, post-punk, new wave, art punk"
song for alpha,daniel avery,2018,5,"techno, 2018"
communion,park jiha,2016,6,"2016, World Music, Korea, chamber jazz, post-minimalism"
a productive cough,titus andronicus,2018,5,"2018, indie, rock, punk, alternative rock"
stay dangerous,yg,2018,5,"YG, west coast hip-hop, 2018"
for my crimes,marissa nadler,2018,7,"2018, singer-songwriter, chamber folk, Grunge, dream pop"
lower east suite part three,onyx collective,2018,7,2018
i can feel you creep into my private life,tune-yards,2018,5,"2018, pop, dance, Experimental pop, female vocalist"
igor,"tyler, the creator",2019,9,"2019, Neo-Soul, rap, Hip-Hop, Psychedelic Soul"
the big day,chance the rapper,2019,0,"2019, hip hop, rap, worst album of the year, chance the rapper"
1000 gecs,100 gecs,2019,7,"hyperpop, 2019, bubblegum bass, emo rap, electropop"
e,ecco2k,2019,7,"art pop, cloud rap, ambient pop, electronic, pop"
fear inoculum,tool,2019,4,"homoerotic wet dream nostalgia metal, redditcore, regressive buttrock, pretentious music for undersexed nerds, everytime you listen to this crap a truck hits a granny"
"when we all fall asleep, where do we go?",billie eilish,2019,8,"2019, pop, electropop, 2010s, alternative"
ventura,anderson .paak,2019,7,"2019, Anderson paak, hip hop, soul, rap"
bawskee 2,comethazine,2019,4,"2019, hip hop, Gangsta Rap, trap, pop rap"
hollywood's bleeding,post malone,2019,5,"2019, post malone, Hip-Hop, pop, rock"
confessions of a dangerous mind,logic,2019,1,"2019, Hip-Hop, trap, logic, 7"
we are not your kind,slipknot,2019,6,"Nu Metal, alternative metal, 2019, alternative rock, groove metal"
jesus is king,kanye west,2019,4,"2019, Hip-Hop, christian, gospel, rap"
no geography,the chemical brothers,2019,6,"electronic, 2019, big beat, electronica, indie"
hi this is flume,flume,2019,8,"electronic, 2019, wonky, future bass"
death race for love,juice wrld,2019,6,"2019, Hip-Hop, Juice WRLD, emo, rap"
so far gone,drake,2009,5,"hip hop, Hip-Hop, Drake, rap, rnb"
anima,thom yorke,2019,7,"2019, electronic, clinically romantic, post-revolutionary pop song, ambient"
social cues,cage the elephant,2019,5,"2019, rock, indie rock, psychedelic, punk rock"
grey area,little simz,2019,9,"2019, rap, Hip-Hop, 2010s, jazz rap"
house of sugar,(sandy) alex g,2019,5,"2019, alternative, folk, experimental, indie pop"
uknowhatimsayin¿,danny brown,2019,8,"2019, abstract hip hop, hardcore hip hop, experimental hip hop, boom bap"
lover,taylor swift,2019,6,"2019, pop, 2010s, synthpop, electropop"
heard it in a past life,maggie rogers,2019,3,"2019, digital, electropop, pop, indie pop"
where polly people go to read,gus dapperton,2019,4,2019
harverd dropout,lil pump,2019,4,"2019, pop rap, trap rap, Southern Hip Hop, mumble rap"
psychodrama,dave,2019,5,"2019, hip hop, UK, UK hip-hop, British Hip Hop"
hot pink,doja cat,2019,4,"2019, pop, rnb, hip hop, Hip-Hop"
the origin of my depression,uboa,2019,8,"death industrial, dark ambient, harsh noise, musique concrete, 2019"
schlagenheim,black midi,2019,8,"math rock, Crank wave, noise rock, post-punk, spoken word"
life metal,sunn o))),2019,7,"2019, drone metal, drone, metal, ambient"
ghosteen,nick cave and the bad seeds,2019,7,"2019, Ghosteen Ltd"
beware of the dogs,stella donnelly,2019,7,"2019, twee pop, singer-songwriter, indie pop, jangle pop"
itekoma hits,otoboke beaver,2019,9,"2019, hardcore punk, noise rock, japanese, punk"
generasian,lim kim,2019,7,"art pop, experimental, industrial, uk bass, alternative rnb"
dog whistle,show me the body,2019,7,"2019, punk, hardcore, noise rock, no wave"
leak 04-13 (bait ones),jai paul,2013,6,"2019, indietronica, 2013, chillwave, wonky"
nine,blink-182,2019,2,"pop rock, pop punk, 2019, rock, alternative rock"
kirk,dababy,2019,5,"2019, Hip-Hop, rap, 2010s, 5"
[usa],anamanaguchi,2019,8,"chiptune, electropop, bitpop, electronic, pop"
feet of clay,earl sweatshirt,2019,5,"2019, rap, abstract hip-hop, earl sweatshirt, hip hop"
fine line,harry styles,2019,5,"2019, pop, rock, pop rock, soft rock"
clarity,kim petras,2019,6,"2019, pop, electropop, dance, synth pop"
the lost boy,ybn cordae,2019,7,"2019, rap, Hip-Hop, hip hop, lyrical"
little electric chicken heart,ana frango elétrico,2019,8,"2019, experimental, chamber pop, mpb, rock"
here comes the cowboy,mac demarco,2019,3,"2019, soft rock, minimal, folk, americana"
memory,vivian girls,2019,6,"indie rock, female vocalists, Lo-Fi, noise pop"
mazy fly,spellling,2019,7,"2019, Psychedelic Soul, 3, synthpop, Neo-Soul"
ii,tnght,2019,7,2019
caligula,lingua ignota,2019,9,"neoclassical darkwave, 2019, death industrial, noise, experimental"
sea of worry,have a nice life,2019,3,"2019, post-punk, shoegaze, post-rock, Gothic Rock"
father of 4,offset,2019,6,"2019, Hip-Hop, offset, rap, american"
mirrorland,earthgang,2019,6,"southern hip-hop, 2019"
there existed an addiction to blood,clipping.,2019,8,"2019, Horrorcore, 2010s, industrial hip hop, noise"
so much fun,young thug,2019,7,"trap, Southern Hip Hop, 2019, Young Thug, Hip-Hop"
pony,rex orange county,2019,1,"2019, male, indie pop, Neo-Soul, alt"
flamboyant,dorian electra,2019,8,"2019, electropop, dance-pop, hyperpop, bubblegum bass"
titanic rising,weyes blood,2019,9,"2019, baroque pop, art pop, psychedelic pop, dream pop"
come in,weatherday,2019,7,"emo, noise pop, midwest emo, noise rock, Lo-Fi"
shepherd in a sheepskin vest,bill callahan,2019,7,"2019, folk, 2010s, albums, 2019 albums"
self-titled,injury reserve,2019,7,"2019, Hip-Hop, rap, experimental hip hop, hip hop"
7,lil nas x,2019,6,"rap, male vocalists, trap, not country, trap rap"
wwcd,griselda,2019,7,"2019, rap, new york, Gangsta Rap, grimy"
leaving meaning.,swans,2019,7,"2019, post-rock, folk, neofolk, 2010s"
choke,poppy,2019,7,"metal, pop, industrial, synthpop, 2019"
all my heroes are cornballs,jpegmafia,2019,8,"2019, glitch hop, experimental hip hop, pop rap, cloud rap"
"i,i",bon iver,2019,6,"2019, art pop, folk, experimental, folktronica"
death atlas,cattle decapitation,2019,6,"2019, Melodic Death Metal, Technical Death Metal, 2010s, concept album"
one of the best yet,gang starr,2019,7,"hip hop, rap, Passionate, introspective, Confident"
originals,prince,2019,8,"sexy, dance-pop, quirky, Energetic, Reflective"
the sailor,rich brian,2019,6,"2019, hip hop, alternative hip hop"
magdalene,fka twigs,2019,7,"2019, art pop, electronic, rnb, alternative rnb"
nothing great about britain,slowthai,2019,8,"2019, Grime, hip hop, UK, UK hip hop"
eve,rapsody,2019,7,"2019, hip hop, rap, conscious hip-hop, releases"
father of the bride,vampire weekend,2019,6,"2019, indie rock, indie pop, romantic, thoughtful"
guns,quelle chris,2019,8,"2019, albums I own, finished"
"a quiet farwell, 2016–2018",slauson malone,2019,8,"Abstract Beats, crazy shit, 2019"
erys,jaden,2019,3,"rnb, 2019, jaden smith"
flamagra,flying lotus,2019,5,"2019, electronic, nu jazz, jazz, hip hop"
good faith,madeon,2019,6,"electropop, pop, synthpop, 2019, electronic"
birth of violence,chelsea wolfe,2019,5,"2019, folk, indie rock, indie electronic, dark"
two hands,big thief,2019,7,"2019, indie rock, americana, folk rock, indie folk"
a love letter to you 4,trippie redd,2019,4,"Energetic, Passionate, aggressive, melancholic, drugs"
crash talk,schoolboy q,2019,5,"2019, rap, trap, schoolboy q, hip hop"
reflections,hannah diamond,2019,6,"bubblegum bass, 2019, electropop, pop, art pop"
she is coming,miley cyrus,2019,1,"2019, urban, better than selena gomez, best of 2019, pop"
everyday life,coldplay,2019,5,"2019, rock, pop rock, Coldplay, indie folk"
help us stranger,the raconteurs,2019,5,"2019, Garage Rock, rock, alternative rock, indie rock"
buoys,panda bear,2019,6,"2019, electronic, pop, experimental, folktronica"
trust in the lifeforce of the deep mystery,the comet is coming,2019,8,"2019, jazz, nu jazz, jazz fusion, electronic"
dedicated,carly rae jepsen,2019,7,"2019, dance-pop, synthpop, pop, electropop"
juice b crypts,battles,2019,5,2019
coin coin chapter four: memphis,matana roberts,2019,9,"albums I own, Constellation, spiritual jazz, 2019, vinyl wantlist"
"thank u, next",ariana grande,2019,8,"pop, 2019, rnb, trap, rap"
is he real?,idk,2019,6,"2019, Hip-Hop"
remind me tomorrow,sharon van etten,2019,7,"2019, rock, best of 2019, alternative, folk"
h.a.q.q.,liturgy,2019,9,"black metal, glitch, Avant-garde Metal, metal, transcendental black metal"
k.r.i.t. iz here,big k.r.i.t.,2019,4,"2019, 21st century in music"
case study 01,daniel caesar,2019,5,"2019, soul, rnb, Neo Soul, Neo-Soul"
polyhymnia,yazz ahmed,2019,8,2019
when i get home,solange,2019,6,"2019, rnb, soul, art pop, Neo Soul"
drip or drown 2,gunna,2019,2,"2019, Hip-Hop, american, rnb, trap"
electric lady sessions,lcd soundsystem,2019,6,2019
arizona baby,kevin abstract,2019,6,"2019, pop rap, alternative rnb, Hip-Hop, hip hop"
fever,megan thee stallion,2019,7,"2019, 2010s, Hip-Hop, rap, hip hop"
apollo xxi,steve lacy,2019,3,"2019, Love, Psychedelic Soul, romantic, melodic"
everythings for sale,boogie,2019,6,"2019, rap, Hip-Hop, hip hop, 9 out of 10"
outer peace,toro y moi,2019,6,"2019, funk, alternative rnb, pop, House"
terror management,billy woods,2019,6,"2019, hip hop, abstract hip hop, 2010s"
quiet signs,jessica pratt,2019,6,"2019, singer-songwriter, folk, female vocalists, contemporary folk"
self-titled,purple mountains,2019,8,"2019, indie rock, Alt-country, singer-songwriter, sad"
i am easy to find,the national,2019,4,"2019, digital, albums I own, chamber pop, ambient pop"
all mirrors,angel olsen,2019,6,"2019, art pop, chamber pop, baroque pop, dream pop"
gallipoli,beirut,2019,4,"2019, indie pop, indie folk"
assume form,james blake,2019,7,"2019, electronic, rnb, art pop, electropop"
x 100pre,bad bunny,2018,5,"trap, spanish, Reggaeton, synthwave, indie"
welcome home,aries,2019,6,"rap, acoustic, Pop-punk, Welcome Home, aries"
why hasn't everything already disappeared?,deerhunter,2019,5,"2019, Neo-Psychedelia, baroque pop, pop, rock"
plastic anniversary,matmos,2019,8,"electronic, homosexual intifada, post-revolutionary pop song, 2019, musique concrete"
